id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,movie_facebook_likes,average_degree_centrality,imdb_score_binned,genre,plot
226,371,114,171,284,6000,18996755,145270,7099,0,322,9,36,7,2012,382,54000,0.001725949,3,1.0740712,1.0853155
227,152,109,25,431,954,19976073,65979,3148,1,220,9,40,9,2005,739,999,0.00060033,2,0.95059067,0.5087501
228,181,101,8,110,544,27758465,77987,1292,2,120,9,40,7,2010,449,0,0.000525289,2,1.2935182,0.30731297
229,22,90,0,617,806,100503,7759,3124,2,20,9,40,9,2009,690,1000,0.000825454,2,6.5281377,1.7322662
230,23,95,2,807,927,4006906,3229,4990,7,20,9,40,7,2005,912,83,0.001125619,1,-1.7649736,-0.30469918
231,59,96,44,129,625,1050600,4662,1378,0,136,9,40,9,2000,487,170,0.000900495,2,-6.1254945,0.5910272
232,160,103,906,748,1000,70117571,56741,6207,0,515,9,40,6,1998,906,1000,0.001425784,2,0.3163358,1.1380402
233,99,112,61,501,1000,38360195,21215,3757,1,116,9,40,7,2006,976,0,0.001725949,2,1.2358,-1.9035945
234,133,93,187,158,631,197148,18109,1176,0,150,9,39,9,2003,163,0,0.001125619,2,-0.04577581,-0.7477141
235,178,117,763,523,16000,12276810,57674,17847,0,126,9,40,7,2015,543,11000,0.002026114,2,0.22657979,-0.22461541
236,147,142,0,638,14000,44700000,537442,16464,0,851,9,40,9,1983,670,19000,0.003076692,4,-1.3948189,-1.1365997
237,656,130,0,650,1000,136019448,452465,3133,1,695,9,40,9,2012,660,89000,0.001125619,3,0.422257,0.031552553
238,236,110,168,96,3000,39825798,295375,4210,3,645,9,40,7,2006,979,15000,0.001725949,3,-0.5552089,-0.5258578
239,82,86,13,553,1000,25200412,16580,3423,3,55,9,40,6,2009,701,916,0.00060033,2,-1.6095505,-0.44071916
240,172,101,222,698,1000,327919,99177,3282,0,192,9,39,10,2006,788,11000,0.000750413,3,-1.3574606,-0.41202104
241,181,155,0,10000,18000,82522790,143835,42220,0,654,9,40,9,1992,12000,14000,0.004427435,3,0.9192578,-1.0660415
242,41,118,50,655,968,1089445,2676,4270,0,33,9,6,6,2009,844,0,0.001275702,2,1.0689042,-1.3111484
243,57,107,42,808,1000,49797148,49007,3435,3,97,9,40,9,1989,854,0,0.000750413,3,0.9704454,0.20341107
244,264,101,71,725,10000,51527787,45603,14159,0,268,9,40,9,2009,960,0,0.000975537,2,1.6337407,0.5339651
245,103,94,480,486,1000,68525609,132963,3889,5,302,9,40,9,2000,490,0,0.001500825,2,-6.0161405,1.4652473
246,76,114,92,436,940,42168445,10791,3565,3,39,9,40,7,2008,706,464,0.001650908,2,1.3088841,0.034317136
247,53,152,541,288,773,14873,5294,2888,2,67,9,40,0,1965,575,251,0.00060033,2,1.6172812,0.6600363
248,97,91,38,91,730,10149779,8294,1405,0,160,9,40,7,1999,461,342,0.000675371,1,1.4856745,0.8214697
249,17,112,12,699,33000,13134,2004,35294,2,32,9,40,9,2002,1000,183,0.001650908,2,-0.56783956,2.0584157
250,188,120,153,447,1000,24004159,68720,3175,0,191,9,40,6,2004,1000,0,0.002776527,2,-0.33944437,-0.050552838
251,167,115,92,177,559,24800000,89403,1456,0,358,9,39,0,1963,201,0,0.000750413,3,1.9453232,-0.07245129
252,51,119,350,418,18000,34700000,52846,35501,2,143,9,40,9,1988,17000,0,0.003151733,3,-1.7405671,-0.40007803
253,22,98,16,222,687,3902679,3943,1806,0,49,9,40,9,1993,233,217,0.00060033,2,-1.9264153,-1.9097506
254,140,85,0,490,21000,66365290,56874,22458,2,358,9,40,7,1999,860,0,0.002851568,2,-5.963265,2.0455523
255,28,97,4,301,611,464655,1524,1692,0,29,9,40,9,1997,394,166,0.00060033,2,-6.1341863,-0.19816226
256,110,106,80,723,2000,43853424,35514,5024,1,114,9,40,6,2011,795,15000,0.001725949,3,2.4785538,0.23518921
257,28,77,0,73,2000,19421271,2448,2908,1,18,9,40,1,1999,804,122,0.000825454,1,-0.07677412,1.876702
258,131,122,151,11000,24000,9664316,47203,50950,2,197,9,40,9,2007,15000,0,0.00352694,2,1.0722624,-0.86130637
259,70,93,28,415,1000,3500000,10082,2319,2,100,9,40,9,1986,695,0,0.000675371,2,2.1233838,0.21161534
260,46,137,0,130,591,10161099,23441,1341,1,108,9,39,7,1989,520,0,0.000900495,3,-1.2952996,-1.5485438
261,36,123,6,85,541,13391174,5796,908,0,177,9,40,6,2006,249,0,0.000300165,2,-0.07538697,-0.3427556
262,81,121,608,25,149,112935,8161,251,0,94,9,39,9,2002,44,484,0.000675371,3,-1.8870316,-1.2433947
263,251,89,192,142,447,3645438,55040,923,1,539,11,13,10,2003,236,0,0.000825454,2,0.8878569,-1.8015276
264,97,88,96,360,24000,6373693,11498,25637,1,53,9,40,7,2009,971,0,0.002101156,2,6.542717,-2.03192
265,59,90,176,460,531,108360000,160321,2203,0,178,9,40,7,1995,461,0,0.00120066,2,0.2381524,-1.4993207
266,211,98,70,591,1000,53302314,181058,3345,1,674,9,40,9,2000,847,0,0.00120066,2,1.6565108,-0.93123436
267,225,83,19,128,403,53245055,30570,988,0,290,9,40,9,2012,169,12000,0.00060033,1,0.9384156,0.746773
268,109,98,34,730,936,353743,20730,3578,1,111,9,39,9,2001,826,664,0.001275702,2,0.017417071,-1.8101118
269,203,139,333,1000,22000,81292135,137891,36810,1,696,9,40,9,1999,13000,0,0.003677022,3,-0.34876788,-0.0725144
270,195,96,192,501,40000,47781388,147504,41293,1,531,9,40,7,2004,534,0,0.002851568,2,-1.6600418,1.2561476
271,143,142,13,244,803,22800000,59941,1769,2,452,9,39,3,1969,314,0,0.000300165,2,1.9466609,-0.5470852
272,43,85,119,144,3000,86930411,83269,3847,6,87,9,40,7,1991,348,0,0.001125619,2,-1.7664764,-2.6507645
273,38,112,213,45,567,6734844,29591,711,0,118,9,40,9,1986,67,0,0.000825454,2,-1.7424998,-0.7313521
274,72,251,311,595,940,57750000,21554,2957,2,192,9,39,0,1963,726,0,0.000975537,2,-0.900282,0.7753517
275,238,108,58,838,14000,143704210,145974,26002,1,611,9,40,7,2008,11000,10000,0.00292661,2,-1.5780251,-1.6887946
276,118,118,41,585,18000,44737059,48322,24024,1,261,9,40,7,2000,4000,0,0.003977187,2,1.0062673,-0.4553529
277,72,96,0,302,2000,60154431,122347,3718,1,345,9,40,7,1996,1000,0,0.002176197,2,-0.80921835,1.6192191
278,96,135,25,553,902,3041803,6377,2735,0,181,9,39,6,2000,576,345,0.000750413,3,-1.7393262,-0.29311013
279,29,95,4,152,641,7888703,8465,1389,1,65,9,40,6,1987,168,491,0.000300165,1,-1.0842117,0.2931835
280,750,143,0,393,883,304360277,522048,2039,0,1498,9,39,7,2012,563,80000,0.001425784,3,1.9684055,0.4377834
281,239,124,776,812,15000,186739919,333248,20553,0,1159,9,40,7,2004,2000,19000,0.003752064,2,0.32277945,1.127024
282,55,99,188,436,1000,113502246,96607,3696,0,125,9,40,7,1991,1000,5000,0.001575867,2,-1.0903282,-0.31087846
283,240,96,0,10000,18000,137850096,72809,48878,0,249,9,40,6,2009,14000,0,0.003601981,2,-1.6950393,-1.0781053
284,72,96,30,407,761,7292175,7736,2018,3,100,9,40,9,1999,412,0,0.000450248,2,1.3093323,1.4783813
285,70,91,29,762,976,14018364,17722,3974,1,111,9,40,6,2004,799,849,0.000900495,1,-1.7604214,-1.3811289
286,54,111,35,482,980,985341,3479,3166,0,87,9,40,9,1999,505,180,0.000825454,3,-1.8483444,-3.1882944
287,212,89,0,606,2000,21378000,46493,4878,0,335,9,40,9,1980,826,7000,0.002476362,2,-1.945349,1.5253208
288,115,122,2000,1000,11000,22362500,35599,15275,0,195,9,40,7,1999,1000,641,0.003977187,2,-6.125545,-1.4870151
289,377,112,310,616,33000,9701559,141425,35941,0,283,9,40,9,2010,2000,25000,0.001575867,3,-1.7346879,-0.24834734
290,96,96,170,668,13000,150415432,117606,15662,0,217,9,40,9,1985,738,0,0.002176197,2,0.53788924,-1.8014474
291,117,99,60,628,4000,1654367,18355,6526,0,106,9,40,9,2006,787,3000,0.001125619,2,0.038820498,-0.9446483
292,120,128,17000,387,22000,79100000,127503,24006,0,261,9,40,9,1991,1000,0,0.004802641,3,-0.85443085,1.2260939
293,73,90,176,825,931,16647384,8398,4431,1,56,9,40,6,2006,839,498,0.001125619,2,0.7066156,-0.17731126
294,51,119,350,418,18000,34700000,52846,35501,2,143,9,40,9,1988,17000,0,0.003151733,3,-1.7196449,-0.4091309
295,228,127,905,271,15000,38345403,212085,16034,8,492,9,39,7,2007,588,15000,0.00120066,3,0.0001398348,-0.52313507
296,68,121,503,94,808,144731527,128010,1446,2,136,9,40,9,1992,277,0,0.001575867,2,-1.0594118,0.013514463
297,95,85,10,178,3000,14000000,15956,3617,0,118,9,40,9,1987,273,1000,0.000750413,2,0.70124626,-1.3100814
298,93,119,0,434,627,37486138,30890,2052,1,106,9,40,7,2004,508,718,0.001575867,2,1.3027503,-0.56168586
299,434,138,0,8000,12000,101160529,200022,32355,2,1240,9,40,7,2014,9000,71000,0.002476362,2,-0.29964685,0.20010372
300,94,105,102,383,901,234760500,126464,3464,1,175,9,40,9,1984,605,0,0.001275702,3,-0.23507656,-0.35952055
301,134,100,14,356,3000,12561,71276,4094,2,181,9,40,6,2010,547,13000,0.001350743,2,6.5355153,0.1743677
302,185,109,260,592,9000,34468224,105568,11736,2,533,9,40,9,2003,844,0,0.001876032,3,2.3183715,-0.060863744
303,75,92,29,618,939,13922211,18271,3935,9,150,9,40,9,2004,881,0,0.00120066,1,-6.010269,1.3743829
304,78,120,2,80,809,634277,5166,1651,1,27,11,13,7,2007,521,815,0.000375206,3,1.237147,-0.545935
305,335,129,0,385,12000,49874933,161168,13573,4,287,9,40,9,2013,412,43000,0.003001651,2,1.8995363,-0.41184616
306,539,124,364,1000,11000,89021735,387436,22004,0,892,9,40,7,2013,10000,71000,0.004652559,2,0.61930895,-0.9651384
307,195,89,21,48,614,21426805,49312,843,0,211,9,40,7,2011,150,0,0.000375206,1,-0.41286498,0.5901185
308,294,106,0,963,18000,94999143,245152,33645,0,1344,9,40,7,2000,13000,0,0.004427435,3,1.876056,0.16247179
309,391,105,20,844,22000,26589953,165792,26233,1,392,9,40,9,2010,982,44000,0.003301816,2,-1.0660429,-0.80631125
310,202,112,0,38,717,211667,53508,907,0,131,20,35,9,2005,126,4000,0.00060033,3,-1.3851255,0.19112168
311,121,125,420,627,12000,75764085,85844,16646,1,322,9,40,7,2000,3000,0,0.004202311,2,0.4749882,0.7765473
312,158,94,110,277,14000,18500966,70341,15271,1,830,9,40,7,2006,829,0,0.001575867,1,-2.2259207,1.45263
313,35,105,39,183,267,3123749,746,1231,8,27,9,40,9,2005,225,88,0.000450248,2,6.527443,0.6683211
314,364,128,151,852,1000,52066000,61114,3869,0,212,9,39,7,2014,1000,22000,0.001951073,3,-0.09507558,0.6121827
315,276,109,37,651,11000,51019112,155745,14073,0,1053,9,40,6,2005,2000,10000,0.001800991,2,1.1707718,0.8752845
316,183,125,541,409,920,107285004,189855,2699,3,1018,9,40,7,1997,890,0,0.002626445,1,1.2464619,0.9199501
317,78,104,0,77,1000,1779284,12047,1292,4,122,9,40,9,2002,165,677,0.000675371,3,-6.1566463,0.08390496
318,144,117,69,1000,10000,116643346,119807,14486,1,340,9,40,7,2003,1000,0,0.001650908,2,1.8622824,-1.1614935
319,233,216,17000,1000,29000,77679638,314033,47657,3,1166,9,40,9,2002,14000,0,0.004952724,3,-1.3660934,0.09258666
320,176,124,31,497,11000,118471320,86504,12556,0,568,9,40,7,2002,655,0,0.003376857,2,2.7716992,0.29686442
321,152,153,610,617,12000,40911830,55994,15046,0,454,9,40,9,2002,836,0,0.00292661,2,1.9049572,1.8428986
322,234,107,0,766,13000,293501675,704766,17540,0,2073,9,40,7,1999,3000,14000,0.004202311,4,3.9570262,0.11461278
323,20,105,121,354,3000,10070000,5668,5023,3,50,9,40,7,1996,624,491,0.001725949,2,1.3093549,1.0497707
324,231,90,56,0,56,2283276,46107,56,0,156,13,22,9,2008,0,0,0.000525289,3,-0.7124636,-0.42363572
325,143,110,675,968,16000,6525762,44339,19928,2,425,9,40,9,2002,977,0,0.000675371,2,1.3247675,-0.9984332
326,318,102,532,979,10000,227946274,343648,21584,0,590,9,40,7,2008,9000,0,0.003451899,2,0.33741337,0.35637596
327,50,94,9,612,11000,8735529,8055,13524,4,89,9,40,7,2000,897,816,0.001650908,2,1.2756122,-0.26578563
328,168,93,24,499,552,25675765,60407,2730,0,84,9,40,9,2013,528,11000,0.000375206,2,-6.0016565,-0.25407094
329,71,92,23,162,460,25590119,19699,1315,0,119,9,3,6,2001,442,387,0.000975537,1,1.229519,4.2839537
330,12,128,545,353,783,24332324,13830,3126,1,61,9,40,7,1994,754,680,0.000975537,2,-6.113727,0.30332652
331,112,112,17000,354,22000,32645,67797,23737,0,223,9,40,9,1973,926,0,0.005027765,3,0.85970247,-3.5985234
332,174,119,64,41,743,21471685,65464,971,0,1308,9,40,7,2000,117,0,0.000450248,0,2.750796,0.7113422
333,44,103,0,805,12000,41382841,27149,14672,0,96,9,40,7,1986,899,0,0.00352694,2,0.47414944,0.3085339
334,90,102,6,584,711,33864342,29968,2913,1,117,9,39,7,1999,683,445,0.000750413,2,-0.4351226,-0.574522
335,13,103,34,227,811,16066,1207,1789,0,44,9,14,9,2004,522,40,0.000525289,1,2.2934492,0.42596906
336,210,121,163,482,723,80150343,142115,3189,0,614,9,40,9,2006,651,0,0.001050578,2,-0.7440661,0.30546948
337,159,150,0,135,11000,100853835,200556,12289,2,611,9,40,6,1997,1000,15000,0.003677022,3,1.9404724,0.87315917
338,280,103,0,346,1000,131564731,118951,2857,0,1382,9,40,6,2010,756,18000,0.00120066,1,-0.13597411,0.47367978
339,285,121,1000,108,175,23618786,352695,485,1,687,9,39,9,2007,115,17000,0.000975537,3,-0.14620872,-0.35550094
340,39,91,29,322,2000,20400913,15455,3855,1,80,9,40,9,1996,461,451,0.000900495,2,0.40718365,1.4178591
341,115,122,0,221,697,8596914,23023,1517,0,148,9,40,9,2000,394,0,0.000675371,2,0.04489983,0.17141014
342,509,186,0,773,5000,258355354,483540,9152,6,951,9,40,7,2013,972,83000,0.001050578,3,1.2869754,0.44622028
343,222,105,226,966,22000,63910583,106755,35694,2,173,9,40,7,2013,11000,27000,0.006453549,2,6.547684,0.8872987
344,78,89,0,500,1000,9652000,46205,3096,0,147,9,40,7,2003,627,0,0.001125619,2,-6.0043855,-1.9308428
345,166,101,57,230,1000,10268846,31918,1947,1,142,9,40,9,2009,603,0,0.001125619,2,-0.38396218,1.5363574
346,249,132,47,240,988,81687587,138246,2517,0,360,9,40,7,2015,960,24000,0.000900495,2,-0.978995,-0.12849991
347,424,113,13000,5000,26000,102981571,270226,46355,9,741,9,40,9,2010,13000,57000,0.004802641,2,1.9664409,1.1056165
348,25,98,28,102,372,8000000,1400,927,0,41,9,40,6,1981,262,346,0.000450248,1,1.148234,1.1952872
349,124,96,25,102,891,56684819,103787,1919,0,615,9,40,7,2002,639,3000,0.000825454,2,2.756742,1.1559815
350,87,74,188,865,11000,7262288,17307,13917,2,186,9,40,7,2002,1000,892,0.002776527,2,2.4752684,-0.4621521
351,377,101,66,833,975,189412677,272534,4451,1,345,9,40,6,2012,931,40000,0.000900495,3,-0.31856096,-0.18983124
352,81,115,55,383,1000,101228120,84424,3454,1,131,9,40,9,1996,773,0,0.001725949,2,-1.3561498,-0.6798324
353,207,98,326,416,21000,59588068,89557,22318,1,376,9,40,9,2003,534,0,0.002701486,2,2.7525973,-1.022731
354,11,114,9,86,159,1001437,2039,423,1,28,9,40,9,1993,143,81,0.000750413,3,-1.7364444,0.5915292
355,61,90,0,234,477,28399192,5663,1483,0,106,9,3,6,2002,238,332,0.000300165,2,-1.4828093,0.03694229
356,270,83,6,142,707,31537320,44329,1565,0,309,9,40,9,2014,305,13000,0.000375206,2,2.7671819,-1.6197901
357,125,206,0,4,433,70405498,113472,698,1,442,9,13,9,1991,256,0,0.001876032,3,-0.41130617,0.6257263
358,279,135,16000,310,23000,33574332,101221,24468,0,415,9,40,9,2006,638,0,0.00352694,3,-1.5294356,0.02122688
359,74,93,253,637,3000,5409517,14280,5580,0,171,9,40,7,2001,889,683,0.001800991,1,0.37207848,-0.48727465
360,12,95,43,611,1000,306715,5143,5213,1,62,9,40,7,1998,788,724,0.000525289,0,-6.006619,-2.3288422
361,116,98,20,872,5000,36833473,53126,7945,1,254,9,13,9,2001,888,0,0.00120066,2,0.9438053,-0.87001365
362,119,107,308,872,13000,11008432,43903,16651,0,194,9,40,7,2005,947,5000,0.001800991,3,0.34911594,0.6891721
363,66,119,422,422,861,4992159,23823,3306,2,201,9,40,9,2004,499,713,0.000900495,2,2.2679904,0.69428897
364,79,95,3,448,905,108662,26849,3185,0,107,9,40,9,2008,513,3000,0.000450248,2,0.6026302,1.0829222
365,16,132,0,122,405,30400000,9503,914,1,68,9,39,6,1983,194,0,0.000825454,2,0.24126409,2.0751195
366,78,120,18,944,20000,33771174,27044,22383,2,240,9,40,7,2000,1000,0,0.001876032,2,1.301182,-1.5301033
367,88,76,129,26,52,255352,4423,132,2,57,9,40,10,2006,44,594,0.000375206,2,-1.8480377,-1.8381411
368,154,124,57,905,11000,19661987,83786,17050,2,231,9,40,9,2007,3000,0,0.002251238,3,-1.8616824,1.6982533
369,156,92,52,647,723,27669413,76207,3101,0,194,9,6,9,2009,651,0,0.000825454,2,-0.7907885,-0.6320928
370,120,87,0,8,309,163245,143086,352,1,211,9,40,1,1936,8,0,0.000300165,4,1.9123952,-0.63082916
371,165,94,12,183,17000,177343675,70136,17883,0,214,9,40,6,2015,523,26000,0.000525289,2,0.079852924,0.34250715
372,125,123,563,8000,24000,66808615,87351,43917,0,344,9,40,9,2001,11000,2000,0.00412727,2,-1.0565597,-1.1662972
373,113,137,0,432,24000,35168395,26034,25469,0,226,9,40,7,1999,743,0,0.003376857,2,1.0113398,-0.30129156
374,56,81,0,394,975,6387,4862,2694,0,37,9,40,9,2006,645,0,0.000825454,2,-0.471927,1.4365348
375,39,96,5,52,766,196067,1966,1251,3,25,9,39,9,2002,358,97,0.000900495,2,-1.7482699,-0.7451842
376,238,112,29,874,12000,42919096,64747,15800,1,122,9,40,7,2013,1000,12000,0.002026114,2,2.8503737,0.23529536
377,63,97,2,461,890,8586376,26598,3161,4,132,9,40,9,2002,852,1000,0.001575867,1,-6.0143013,-0.046969753
378,117,96,65,828,12000,126203320,110432,26826,1,309,9,40,7,2002,11000,0,0.003601981,2,6.5325675,-0.28075632
379,81,109,67,192,436,8134217,15412,1141,3,90,9,40,9,2008,223,0,0.00060033,2,0.9617136,0.5254531
380,120,99,59,145,770,101217900,91093,1195,2,353,9,40,6,1998,263,0,0.000675371,2,0.8328336,0.14072101
381,173,107,153,233,11000,137340146,246492,12700,1,685,9,40,7,2006,1000,7000,0.001800991,2,0.48847005,0.610982
382,96,131,108,58,23000,25528495,28099,23325,2,220,9,39,9,2001,243,0,0.002326279,2,-0.49528465,-0.71443176
383,173,66,76,36,123,38108,40878,239,0,124,28,36,9,2007,76,0,0.000525289,3,1.0180008,0.5156639
384,101,92,16,734,3000,17596256,12399,6327,1,84,9,40,6,2010,1000,0,0.001800991,1,0.18010478,-0.4637911
385,138,113,319,48,1000,4717455,18632,1171,0,354,9,3,9,2003,65,656,0.001425784,2,-1.6138816,-0.9451377
386,66,98,17,770,1000,14114488,13190,3827,0,114,9,40,7,1988,887,616,0.000825454,1,1.6171155,-1.1434579
387,157,109,80,835,14000,13838130,35990,20503,3,157,9,40,7,2009,4000,0,0.002476362,2,0.8869724,0.7541356
388,131,120,0,886,1000,16284360,15079,6212,1,79,9,40,7,2008,901,1000,0.000975537,2,-6.116707,-1.0663991
389,232,174,0,9000,11000,261970615,387616,35672,1,858,9,39,6,2002,10000,0,0.002101156,3,-0.10667319,-0.4318016
390,71,91,132,225,400,4186931,6041,1330,3,85,9,40,9,2001,286,169,0.000900495,2,1.2950379,2.4099538
391,140,100,126,925,19000,47000485,72867,25206,2,120,9,40,7,2010,1000,0,0.001500825,2,0.23566768,1.4671609
392,362,116,0,104,15000,45434443,175960,15735,2,360,9,40,7,2015,509,43000,0.001425784,3,-0.33458963,1.4913702
393,66,94,13,566,925,42672630,27580,3423,1,172,9,40,6,2003,738,0,0.000300165,2,-1.4604402,-0.7503738
394,308,121,0,918,21000,110416702,307539,23484,3,577,9,40,9,2008,1000,0,0.003001651,2,-1.279389,-0.20854464
395,50,107,58,316,549,44726644,42614,1747,5,120,9,40,9,1988,439,0,0.000450248,2,0.83514225,-0.20089534
396,223,127,883,441,11000,290158751,837759,12643,0,900,9,40,6,1980,504,17000,0.002026114,4,0.48386887,-1.2456632
397,52,96,68,1000,3000,21564616,7098,8097,9,41,9,40,7,2013,1000,0,0.001275702,1,-6.019629,-1.5449084
398,91,110,164,45,258,15156200,15358,571,2,131,9,40,9,1999,218,328,0.00060033,2,-0.3507476,0.20890659
399,96,131,368,383,11000,43532294,46951,12088,0,175,9,40,6,2006,529,0,0.002626445,3,-0.6148812,-0.895677
400,82,111,23,1000,3000,41407470,43378,9638,1,292,9,40,6,2003,3000,0,0.001951073,3,1.9026749,0.38124272
401,39,98,13,600,3000,296665,12675,5185,1,158,9,40,9,2003,971,0,0.000975537,2,2.286133,2.364378
402,46,86,10,126,189,535249,3467,768,0,13,9,40,9,2010,131,974,0.000300165,1,-6.000449,2.2484093
403,31,110,49,427,1000,623374,4757,2120,2,67,9,40,7,2001,569,474,0.001425784,2,-0.30974835,-0.7307198
404,366,116,16000,198,16000,148085755,561773,17347,0,871,9,40,9,2008,601,28000,0.004652559,4,-1.8568113,0.68430126
405,217,125,729,322,442,65010106,107557,1556,1,612,9,40,9,2002,344,0,0.001125619,3,-6.1254945,-0.15676242
406,157,109,80,2000,19000,45489752,48973,28493,2,214,9,40,7,2004,3000,736,0.002701486,2,1.2958186,1.5366807
407,244,138,608,168,613,93926386,168207,1205,1,684,9,40,7,2003,172,0,0.000900495,3,-0.5204472,-1.6285232
408,34,92,11,1000,26000,12667,19336,39518,2,90,9,39,9,2005,11000,0,0.002551403,2,-1.7422533,0.79370487
409,120,110,134,795,23000,18472363,63599,25049,3,208,9,40,7,2005,1000,0,0.001951073,2,1.9384471,-0.09786855
410,315,129,16000,447,13000,32741596,80140,14344,0,323,9,40,7,2010,563,16000,0.004277353,2,0.13069242,0.00435988
411,166,99,57,820,20000,69772969,155532,25942,4,543,9,40,9,2001,3000,0,0.002701486,2,-1.0511813,2.3454406
412,251,141,16000,78,378,13753931,132149,751,0,316,18,40,9,2006,85,5000,0.002401321,3,-1.5305239,-0.18636344
413,175,102,44,766,12000,17176900,54501,17098,4,154,9,40,7,2014,3000,16000,0.002851568,2,-0.24906996,-1.3416189
414,163,101,16,472,943,6350058,106098,2786,3,150,9,40,7,2010,769,20000,0.000750413,3,1.3236825,-0.868098
415,103,154,608,149,1000,6201757,10037,1690,1,202,9,39,9,1999,452,608,0.002176197,3,0.22752075,1.6812545
416,64,116,176,84,192,61355436,52136,475,0,184,9,40,7,1997,117,0,0.001575867,2,-0.08943837,1.2088461
417,99,113,44,4,61,617228,6183,92,1,27,5,10,9,2006,12,1000,0.000300165,3,1.2961786,-0.5670592
418,181,120,64,72,144,5004648,14031,474,1,114,17,23,9,2009,110,0,0.000300165,2,-1.6904119,-1.9143698
419,276,103,214,424,7000,21501098,115813,8375,1,216,9,40,7,2013,468,22000,0.001275702,3,-6.1079254,-0.3607948
420,52,117,425,901,13000,85300000,48629,27378,1,134,9,40,9,1981,11000,0,0.004052229,2,0.16588517,-0.331448
421,579,108,84,361,16000,363024263,479047,18239,0,1058,9,40,9,2016,805,117000,0.001575867,4,-0.4094748,1.6451023
422,42,135,28,275,726,36000000,6359,1920,1,69,9,40,10,1953,422,0,0.000375206,2,2.411514,3.178325
423,264,98,21,189,438,84749884,82133,1081,0,359,9,40,9,2010,332,14000,0.000375206,2,0.9003772,0.8758123
424,121,97,3,631,24000,16699684,17461,25792,1,78,9,40,6,2009,827,0,0.002176197,2,6.5274434,2.6031187
425,185,154,776,933,10000,306124059,430055,16785,0,856,9,40,7,1996,2000,16000,0.002626445,2,2.7375555,-0.056548532
426,238,109,87,923,15000,55802754,270228,20956,2,194,9,40,9,2011,3000,41000,0.002026114,2,6.5274434,1.9206586
427,141,88,91,982,4000,120136047,48500,9913,2,124,9,14,7,2008,3000,0,0.003376857,2,1.2858299,-0.79472464
428,157,117,101,3000,18000,65653758,102747,33154,1,316,9,40,7,2003,11000,0,0.004352394,2,-0.24293251,0.17511237
